LogP,MolWt,TPSA,NumHDonors,NumAcceptors,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,RingCount,MaxPartialCharge,MinAbsEStateIndex,FpDensityMorgan1,SlogP_VSA1,SlogP_VSA2,NumRadicalElectrons
6.117800000000004,429.134,39.41,0,4,0.1111111111111111,26,0,4,3,0.14328082951325222,0.20301546184317387,1.0,0.0,15.262763171509263,0
2.020900000000001,408.92200000000014,94.83,3,5,0.7272727272727273,28,3,5,4,0.18990616742370595,0.05249716553288031,1.3571428571428572,0.0,50.57505910870262,0
0.9610000000000001,224.25999999999996,75.27,2,3,0.5454545454545454,16,2,5,1,0.3276321878648999,0.17097411186696898,1.25,10.633577208012662,17.845473971041084,0
-0.29739999999999966,285.69100000000003,119.30999999999999,3,8,0.5,19,4,8,3,0.22595282697379504,0.017595925715965688,1.5263157894736843,5.733667477162185,48.54690474032391,0
2.30804,427.54500000000013,74.27000000000001,2,6,0.4583333333333333,31,2,7,3,0.23806806671422992,0.01027140100323809,1.0,14.790514511606428,79.90271091490736,0
0.6725999999999999,153.137,83.55,3,3,0.0,11,4,4,1,0.33904819685114246,0.17592592592592537,1.4545454545454546,5.733667477162185,16.182360077633263,0
4.417800000000004,307.43700000000007,12.47,0,2,0.42857142857142855,23,0,2,4,0.10791032110266777,0.04648715041572138,0.8260869565217391,0.0,30.135229759571892,0
3.809000000000003,412.94600000000014,48.470000000000006,1,5,0.3333333333333333,28,1,5,5,0.22838392954830872,0.04990954795121172,1.1428571428571428,10.216698334856808,47.904411471181305,0
1.9350999999999992,353.4660000000002,57.5,2,4,0.47619047619047616,26,2,5,4,0.22804068659316087,0.009012608129671973,1.3846153846153846,5.316788604006331,52.76370851423264,0
3.193900000000001,451.6150000000003,71.67999999999999,2,4,0.5384615384615384,33,2,7,4,0.323584922601973,0.05624173280423239,1.303030303030303,5.316788604006331,84.48296877925343,0
-1.2181000000000002,354.09999999999997,104.55000000000001,3,6,0.5555555555555556,17,3,7,2,0.3300074157703424,0.2016439909297052,1.588235294117647,11.24901029325548,38.578947698429495,0
1.6837999999999995,248.30700000000004,86.17999999999999,2,4,0.0,17,4,4,2,0.20609180549675596,0.21895502645502685,0.6470588235294118,11.46733495432437,8.417796984328938,0
4.462700000000003,532.4720000000003,64.88000000000001,0,8,0.46153846153846156,36,0,8,5,0.21679623264912662,0.2879132870737795,1.0833333333333333,9.636772684650527,71.2029697648163,0
1.7695999999999998,252.27300000000005,58.2,2,2,0.06666666666666667,19,2,4,3,0.3224087250655885,0.3519444444444437,0.7368421052631579,10.633577208012662,11.938294241689578,0
3.9403000000000032,344.4950000000001,54.37,1,3,0.8181818181818182,25,1,3,4,0.15520766156506122,0.0474201231418494,1.28,0.0,22.776983675318885,0
-0.3475999999999986,444.4400000000001,181.61999999999998,6,9,0.4090909090909091,32,7,10,4,0.25545086784354076,0.10372034307550138,1.15625,5.733667477162185,79.74841832036971,0
4.828600000000004,268.35599999999994,40.46,2,2,0.2222222222222222,20,2,2,2,0.11511803449533185,0.28415273682679887,0.65,0.0,10.213054789681411,0
-0.45419999999999655,602.6410000000003,242.98,9,12,0.5172413793103449,43,10,14,4,0.31996730025116926,0.1158243249311639,1.1395348837209303,16.367244685174846,103.97557303937366,0
5.376700000000004,344.8450000000001,17.82,0,2,0.045454545454545456,25,0,2,4,0.12258561028717012,0.585949074074074,0.72,0.0,9.551078168738563,0
-2.8683999999999985,158.166,80.25999999999999,0,4,0.5,9,0,4,0,2.0,0.0,1.0,10.213054789681411,49.67684508206932,0
-0.0838000000000001,172.20900000000003,86.17999999999999,2,3,0.0,11,4,4,1,0.237547699257619,0.07564814814814858,1.0909090909090908,10.872641214770127,8.417796984328938,0
-1.6249000000000002,102.09299999999999,64.35,2,3,0.6666666666666666,7,3,4,1,0.26242361436240424,0.23611111111111094,2.0,11.213764075283386,18.555902523012385,0
1.9263000000000001,256.092,44.7,1,3,0.2,16,1,4,3,0.2458185007961329,0.047430083144368584,1.3125,5.316788604006331,23.311400434858392,0
